ax,ay,az,temp
0.59,-8.96,1.62,31.61
-3.9,-8.61,-2.3,31.6
-5.86,-5.13,-3.82,31.61
-0.89,-5.5,-2.14,31.57
-3.41,-10.98,-4.42,31.57
-1.98,-9.71,0.37,31.58
1.0,-11.96,-4.81,31.53
1.64,-9.82,-6.98,31.53
0.46,-8.36,-7.6,31.58
3.59,-11.22,-2.91,31.57
2.25,-13.19,-0.87,31.54
1.28,-12.5,-7.16,31.59
2.35,-6.79,-3.54,31.56
-1.48,-5.75,-4.76,31.59
-3.65,-8.98,-4.81,31.6
-0.95,-9.06,-4.14,31.62
-4.64,-5.81,-3.05,31.56
-3.74,-2.42,-4.33,31.59
-3.98,-9.23,-5.92,31.6
0.07,-10.94,-2.78,31.56
-0.06,-12.43,-0.77,31.57
0.34,-11.18,-3.85,31.59
1.37,-10.56,-8.93,31.59
0.59,-9.57,-6.25,31.59
0.87,-13.85,-1.43,31.58
1.83,-9.35,-4.38,31.56
-0.45,-7.94,-5.31,31.53
-1.85,-5.72,-5.51,31.61
-5.41,-7.33,-4.86,31.54
-3.68,-8.88,-2.64,31.6
-5.11,-6.77,-2.11,31.59
-2.58,-6.26,-4.18,31.57
-3.94,-6.61,-4.47,31.58
-3.57,-7.79,-3.52,31.61
-2.72,-11.9,-1.56,31.6
2.49,-12.2,-1.28,31.57
-0.52,-10.51,-3.89,31.56
1.3,-8.98,-7.5,31.6
0.15,-8.51,-5.65,31.62
-1.96,-7.64,-5.99,31.58
0.39,-5.27,-4.42,31.62
-1.27,-8.73,-4.87,31.57
-2.17,-12.8,-0.49,31.56
-1.06,-11.98,-1.9,31.6
-0.52,-8.75,-4.47,31.59
-0.52,-8.52,-4.54,31.54
0.69,-11.43,-3.43,31.59
1.92,-11.1,-1.23,31.59
1.7,-10.3,-4.02,31.57
1.62,-8.35,-3.56,31.61
-0.63,-7.48,-3.6,31.6
0.23,-7.86,-3.08,31.6
-0.45,-12.07,-4.32,31.57
1.8,-7.68,-4.97,31.57
-0.82,-5.91,-5.07,31.6
-4.83,-6.49,-3.11,31.62
-1.71,-9.37,-4.38,31.59
0.2,-11.5,-4.18,31.63
-1.15,-10.75,-1.58,31.61
0.69,-8.97,-5.79,31.58
-2.54,-10.27,-7.92,31.56
-1.55,-8.56,-4.67,31.64
-0.5,-12.55,-2.39,31.62
3.69,-14.73,-3.88,31.56
0.58,-8.1,-6.72,31.55
-3.14,-8.42,-6.36,31.59
0.18,-10.6,-5.03,31.61
0.48,-9.83,-3.24,31.57
0.71,-8.38,-6.87,31.61
-0.81,-8.16,-6.16,31.58
-1.88,-7.51,-1.99,31.59
-5.13,-5.85,-1.89,31.56
-3.0,-10.28,-3.57,31.57
-4.08,-7.08,-5.84,31.63
-0.17,-5.26,-6.08,31.61
-3.05,-8.27,-7.41,31.61
-3.47,-9.23,-3.67,31.61
-1.28,-14.63,-1.19,31.59
-2.66,-11.54,-3.62,31.62
-1.06,-6.97,-4.0,31.57
-0.51,-5.8,-2.99,31.59
-4.61,-5.35,-2.59,31.57
-1.39,-8.56,-2.52,31.64
-2.94,-10.64,-2.91,31.58
0.77,-11.09,-2.19,31.57
0.01,-10.97,-7.63,31.58
-1.43,-7.87,-5.28,31.59
-3.32,-11.58,-4.72,31.62
-1.03,-10.86,-2.21,31.6
0.2,-12.82,-4.27,31.59
2.72,-9.4,-7.04,31.55
-1.81,-7.14,-3.97,31.57
-3.4,-9.01,-1.2,31.57
-3.42,-11.3,-4.61,31.56
-1.07,-8.13,-3.25,31.57
0.12,-4.55,-1.4,31.56
-2.69,-4.69,-0.97,31.57
-3.37,-8.87,-1.17,31.56
-1.91,-12.92,-1.84,31.6
-0.78,-8.35,-5.77,31.61
1.81,-9.93,-7.42,31.57
2.31,-9.34,-3.8,31.56
1.54,-13.35,-0.12,31.6
2.02,-12.25,-4.04,31.58
0.36,-8.51,-3.03,31.6
-1.58,-6.7,-7.46,31.57
-1.01,-10.17,-4.57,31.57
-1.25,-10.26,-2.87,31.55
-2.15,-6.4,-2.22,31.59
-2.41,-6.92,-5.52,31.57
-4.73,-6.92,-4.98,31.6
-1.85,-8.03,-4.32,31.58
-0.05,-14.2,-3.88,31.59
0.08,-11.37,0.41,31.59
0.23,-11.84,-5.06,31.56
-1.02,-10.0,-6.96,31.61
0.61,-10.51,-4.94,31.59
-2.73,-9.67,-3.09,31.58
-3.06,-9.66,-1.85,31.55
1.56,-15.35,-4.29,31.56
0.52,-8.96,-5.24,31.59
0.7,-5.89,-4.21,31.58
0.94,-9.57,-1.34,31.59
-1.58,-10.3,-2.36,31.57
-0.85,-8.32,-2.11,31.58
-1.93,-5.52,-2.96,31.56
-1.8,-4.96,-2.14,31.58
-0.74,-8.46,-0.92,31.57
-3.66,-9.73,-1.39,31.62
-3.22,-9.29,-3.17,31.6
-2.29,-10.53,-7.58,31.54
-0.4,-8.28,-6.38,31.56
0.15,-10.05,-5.91,31.59
1.57,-14.81,-1.68,31.55
0.89,-12.84,-3.93,31.6
-0.43,-10.23,-6.54,31.59
3.01,-6.92,-5.71,31.56
-0.84,-10.18,-5.43,31.57
-4.06,-11.15,-4.61,31.57
1.31,-6.81,-4.71,31.6
-1.78,-6.22,-7.79,31.57
-7.79,-6.73,-1.45,31.53
-1.08,-10.33,-1.47,31.57
-0.37,-9.65,-0.28,31.59
-1.55,-10.88,-4.03,31.59
-0.31,-8.58,-5.93,31.58
-1.37,-7.81,-3.88,31.59
-3.1,-17.03,-5.29,31.57
1.82,-11.2,-1.85,31.57
-2.37,-8.71,-1.37,31.59
-3.73,-7.01,-8.37,31.6
-0.61,-11.79,-4.04,31.58
1.53,-12.41,-3.96,31.58
-0.55,-8.73,1.33,31.61
-1.01,-10.01,-1.09,31.58
-0.61,-14.55,-2.03,31.6
0.58,-9.9,-3.8,31.57
0.13,-7.97,-3.4,31.59
0.45,-3.3,-2.26,31.6
-2.6,-7.81,-2.21,31.57
-3.75,-10.85,-3.45,31.59
-5.09,-2.89,-0.92,31.56
-1.67,-1.73,0.48,31.56
-1.72,-8.38,-7.14,31.58
-0.98,-7.59,-3.43,31.54
0.18,-9.94,-0.69,31.57
-0.3,-16.48,-0.76,31.61
-1.18,-10.99,-2.37,31.58
-0.27,-8.91,-5.85,31.6
-0.43,-8.28,-5.68,31.59
-4.37,-11.38,0.02,31.6
2.69,-14.74,-5.13,31.57
2.03,-8.9,-3.55,31.57
-0.98,-3.89,-3.74,31.59
0.38,-8.37,-6.31,31.57
-6.04,-14.25,-4.24,31.55
0.41,-8.18,-4.66,31.64
-0.07,-5.68,-3.12,31.56
-6.89,-2.8,-0.96,31.54
1.62,-9.63,-3.88,31.61
2.23,-12.49,-2.69,31.55
0.0,-9.04,-0.62,31.57
0.84,-15.79,-4.36,31.61
-1.48,-10.05,-5.39,31.59
-0.93,-9.54,-7.13,31.63
-2.5,-4.03,-5.68,31.59
-1.91,-11.44,-3.67,31.6
0.31,-7.39,-2.71,31.58
-1.02,-4.95,-1.94,31.59
-1.63,-5.14,-5.09,31.59
-4.21,-6.41,-1.41,31.62
-0.53,-9.71,-5.41,31.57
0.96,-12.25,-3.14,31.56
-0.51,-9.74,-1.98,31.6
1.96,-12.53,-8.22,31.55
-3.08,-8.11,-6.03,31.57
-1.46,-11.96,-4.88,31.57
1.36,-13.48,-3.7,31.59
-0.15,-14.85,-6.33,31.55
-0.31,-8.6,-6.66,31.6
0.16,-12.71,-5.54,31.58
1.71,-13.73,-2.34,31.6
-0.44,-14.57,-4.58,31.59
1.07,-8.69,-8.19,31.57
-1.11,-11.11,-7.22,31.58
1.28,-13.35,-2.61,31.59
0.82,-9.12,-3.42,31.62
-1.01,-7.61,-3.07,31.6
-5.52,-6.59,-2.77,31.59
-3.34,-6.78,-2.52,31.57
-2.6,-9.43,-2.09,31.57
-5.29,-6.58,-2.21,31.59
1.18,-7.4,-5.18,31.63
-1.78,-7.7,-6.64,31.57
-1.66,-6.57,-5.6,31.62
0.33,-13.98,-2.62,31.59
-0.58,-14.09,-2.06,31.58
-0.67,-11.66,-1.55,31.57
-2.93,-5.73,-8.56,31.56
-1.76,-11.24,-5.52,31.59
0.61,-15.94,-1.77,31.59
2.31,-9.12,-1.05,31.6
1.13,-6.34,-3.16,31.61
-0.62,-6.88,-4.14,31.6
-5.05,-9.89,-2.4,31.57
-1.42,-7.42,-0.86,31.6
-1.53,-7.82,-0.88,31.59
-4.5,-3.3,-1.87,31.55
-0.48,-6.19,-4.92,31.61
-1.58,-7.99,-4.8,31.54
-1.31,-9.87,-1.49,31.61
1.37,-9.48,-1.12,31.58
0.3,-13.34,-5.79,31.6
-2.69,-10.47,-7.91,31.59
-1.61,-4.81,-4.36,31.55
-7.29,-14.16,-1.22,31.56
5.9,-12.88,-3.63,31.6
0.37,-6.61,-5.32,31.62
-5.29,-8.31,-2.32,31.59
-2.92,-12.54,-5.21,31.62
1.08,-2.1,-2.09,31.55
-4.81,-0.26,-0.56,31.58
-3.68,-4.78,-1.14,31.55
-3.69,-4.49,-1.3,31.55
-3.41,-11.43,-8.94,31.58
4.1,-12.97,-6.54,31.55
4.56,-12.32,-0.67,31.57
-1.11,-8.96,-3.87,31.61
1.64,-12.05,-6.39,31.61
-1.33,-5.17,-6.74,31.55
-3.36,-11.72,-5.57,31.59
0.37,-7.86,-1.05,31.58
-2.47,-6.14,-0.33,31.53
-3.11,-6.35,-5.83,31.57
-4.36,-3.22,-2.98,31.6
-3.59,-8.69,-5.75,31.58
-0.64,-11.49,-4.84,31.58
2.38,-8.66,-0.56,31.59
1.6,-14.94,-5.95,31.59
-1.76,-11.55,-4.9,31.57
-6.96,-8.5,-4.49,31.61
2.52,-14.0,-4.84,31.59
3.72,-16.53,-3.51,31.62
-0.3,-8.15,-5.09,31.58
-1.41,-7.14,-2.96,31.59
-5.86,-11.23,-4.66,31.58
-1.26,-7.83,-3.22,31.58
-1.92,-7.18,-0.9,31.56
-1.47,-3.19,-2.36,31.56
-2.11,-6.89,-4.48,31.55
-3.27,-10.99,-3.67,31.57
1.88,-11.78,-2.76,31.58
-0.06,-13.39,-0.76,31.54
0.3,-12.77,-4.45,31.6
-3.26,-9.3,-9.08,31.56
-1.36,-8.92,-4.05,31.58
-1.37,-15.85,-3.47,31.57
1.54,-9.51,-3.93,31.62
0.86,-6.94,-3.82,31.56
-2.79,-6.92,-4.85,31.6
-4.96,-4.64,-1.13,31.57
-2.95,-7.41,-1.73,31.6
-5.39,-7.42,-0.73,31.57
0.9,-9.37,-5.21,31.57
-1.68,-8.65,-5.38,31.54
2.01,-7.74,-4.58,31.59
-4.42,-11.05,-5.92,31.61
-0.67,-11.28,-4.21,31.59
-2.35,-12.79,-2.62,31.59
2.44,-10.4,-3.84,31.58
-2.06,-12.95,-9.08,31.59
1.0,-9.54,-2.7,31.57
-0.77,-9.0,-0.67,31.54
-2.38,-10.34,-3.81,31.54
-1.56,-6.94,-5.36,31.57
-5.71,-3.72,-2.88,31.61
-1.69,-5.24,-0.31,31.59
-3.08,-10.76,-3.8,31.57
-5.7,-5.74,-0.17,31.58
-2.45,-9.02,-3.52,31.62
1.14,-8.69,-6.5,31.63
-2.4,-6.76,-4.86,31.62
-2.48,-7.94,-4.59,31.61
0.48,-4.97,-2.97,31.58
-1.12,-5.51,-1.29,31.59
-0.77,-8.55,-1.62,31.59
0.68,-8.31,-4.06,31.57
-2.41,-3.51,-3.66,31.57
-2.85,-6.54,-4.12,31.62
0.26,-8.42,-2.88,31.57
-2.7,-16.14,-1.46,31.58
0.34,-13.07,-1.38,31.6
-0.01,-10.72,-6.81,31.59
-1.3,-12.23,-6.99,31.6
4.51,-14.94,-4.71,31.58
2.69,-11.64,-0.51,31.59
0.99,-9.83,-4.16,31.53
-2.85,-10.96,-5.83,31.58
-1.43,-5.44,-3.08,31.57
-1.42,-10.53,-5.95,31.57
-1.12,-4.29,-3.85,31.59
0.93,-3.24,-3.72,31.59
2.14,-9.47,-5.12,31.59
-1.35,-8.39,-2.03,31.6
1.83,-11.68,-0.43,31.59
-3.15,-16.36,-3.29,31.57
0.64,-11.76,-3.31,31.6
1.57,-10.31,-7.26,31.6
-0.25,-8.65,-4.66,31.57
-1.37,-15.52,-5.24,31.58
-2.26,-5.93,-1.95,31.61
-0.63,-6.7,-2.9,31.58
-3.63,-10.23,-6.64,31.61
-4.01,-7.43,-0.17,31.63
-3.51,-7.95,-1.65,31.6
0.73,-4.06,-4.62,31.6
-0.11,-4.56,-5.14,31.57
-1.59,-7.6,-4.86,31.62
-1.74,-9.42,-2.48,31.58
2.05,-9.24,-1.86,31.58
-2.54,-18.84,1.36,31.59
-2.26,-11.17,-3.11,31.54
-2.52,-9.04,-8.96,31.62
-1.1,-12.95,-4.96,31.57
1.44,-14.67,-4.03,31.55
2.24,-8.27,-2.43,31.59
-0.41,-5.19,-3.35,31.6
-5.15,-5.63,-3.8,31.59
-3.79,-10.83,-3.92,31.6
-1.13,-10.14,-3.59,31.57
0.24,-9.23,-1.86,31.58
-3.23,-8.09,-3.94,31.62
0.63,-7.3,-5.04,31.6
-0.94,-11.79,-4.57,31.59
0.4,-12.75,-3.24,31.6
0.87,-11.11,-4.53,31.59
-0.96,-6.95,-5.68,31.57
-1.19,-6.55,-5.51,31.61
-3.9,-9.81,-2.94,31.58
-1.12,-11.77,-1.71,31.59
-0.96,-12.09,-1.98,31.6
1.03,-9.57,-4.51,31.56
-0.12,-7.18,-3.72,31.54
-1.24,-7.33,-2.47,31.61
1.83,-9.17,-4.27,31.57
-0.23,-12.03,-3.1,31.56
0.94,-9.95,-4.81,31.61
-1.66,-6.74,-4.56,31.62
-1.16,-7.64,-2.8,31.62
-0.79,-9.65,-3.85,31.61
-1.64,-10.27,-3.46,31.61
-1.19,-7.26,-4.12,31.59
-0.23,-5.72,-4.38,31.6
-3.16,-11.16,-1.91,31.57
-2.9,-11.95,-1.86,31.57
-0.77,-9.98,-3.96,31.56
-2.41,-5.53,-0.28,31.58
-1.52,-6.88,-2.77,31.56
-0.77,-9.53,-2.76,31.56
-1.54,-10.87,-1.34,31.61
-1.67,-9.0,-4.58,31.63
-1.61,-6.61,-3.22,31.59
-1.07,-8.06,-1.59,31.62
-0.25,-10.61,0.55,31.55
1.27,-12.02,-3.84,31.57
0.37,-9.55,-3.44,31.6
-2.73,-7.88,-4.68,31.61
0.18,-8.56,-3.94,31.57
-0.57,-10.7,-3.94,31.56
-1.96,-13.34,-3.29,31.6
-0.26,-11.06,-3.56,31.58
-3.0,-5.97,-6.09,31.62
-2.36,-7.83,-3.61,31.61
0.84,-12.28,-4.8,31.58
-0.08,-12.38,-3.39,31.61
-2.42,-9.0,-3.54,31.55
-1.55,-7.36,-3.63,31.58
-3.02,-7.73,-3.08,31.59
0.16,-10.7,-5.09,31.6
0.57,-12.73,-2.82,31.59
-0.39,-8.16,-4.4,31.59
0.29,-6.39,-3.68,31.58
-3.66,-9.18,-2.48,31.53
-1.13,-10.89,-4.4,31.6
-0.21,-11.87,-5.26,31.61
-1.43,-9.11,-5.08,31.57
0.52,-5.91,-3.83,31.61
-2.6,-8.47,-2.84,31.58
-0.4,-12.1,-5.17,31.59
-0.91,-8.07,-4.95,31.62
-1.94,-5.88,-3.28,31.61
-1.51,-8.31,-2.15,31.63
-3.98,-10.84,-3.55,31.59
-0.51,-10.64,-4.78,31.59
-1.63,-8.39,-2.82,31.57
-1.4,-6.34,-3.09,31.62
-1.66,-7.8,-1.24,31.6
-3.22,-10.17,-3.1,31.6
-0.35,-11.79,-5.47,31.63
-0.42,-8.7,-3.45,31.6
-0.91,-5.55,-2.87,31.54
-2.41,-7.87,-3.22,31.58
-1.14,-11.39,-1.74,31.62
-0.74,-11.38,-5.38,31.61
-1.16,-7.9,-3.16,31.6
-0.4,-6.53,-4.05,31.59
-0.18,-8.42,-1.94,31.54
-2.38,-11.6,-2.13,31.6
-0.37,-11.86,-5.98,31.59
-0.42,-8.45,-4.27,31.62
-2.89,-6.89,-2.53,31.6
-0.8,-8.45,-3.16,31.6
-0.51,-10.85,-2.5,31.59
-1.18,-10.58,-3.49,31.58
-1.6,-8.77,-2.75,31.66
-2.09,-6.64,-2.66,31.61
-1.98,-8.42,-2.83,31.6
1.17,-11.11,-2.13,31.61
-0.99,-11.54,-4.0,31.56
-1.77,-9.12,-5.62,31.57
-0.06,-6.91,-2.82,31.58
-1.64,-8.63,-3.46,31.58
1.13,-11.21,-3.65,31.57
1.11,-12.38,-3.68,31.59
-1.35,-9.58,-4.08,31.58
-3.8,-7.39,-3.3,31.59
-1.51,-8.43,-2.99,31.6
-0.67,-11.22,-2.43,31.59
-0.79,-11.1,-4.25,31.59
-1.87,-8.53,-5.05,31.6
-4.15,-6.96,-3.88,31.55
-1.27,-8.97,-4.52,31.57
0.58,-11.72,-4.74,31.55
-0.84,-11.0,-5.09,31.55
-1.52,-7.81,-4.24,31.58
-3.07,-6.99,-4.18,31.62
-2.25,-9.56,-5.2,31.59
1.34,-11.8,-5.74,31.58
-0.48,-10.86,-3.29,31.6
-2.24,-8.28,-3.44,31.56
-2.87,-7.05,-2.29,31.62
-3.29,-8.44,-3.41,31.57
-0.54,-12.1,-5.47,31.56
-0.37,-10.74,-4.52,31.57
-1.1,-8.11,-5.07,31.57
-2.92,-5.94,-4.71,31.57
-3.98,-9.54,-3.95,31.6
-0.85,-11.67,-6.54,31.59
-1.4,-11.04,-4.43,31.58
-1.19,-7.12,-4.76,31.59
-1.89,-5.45,-4.06,31.6
-3.25,-9.32,-2.66,31.61
-2.06,-10.91,-5.38,31.57
-1.69,-10.06,-4.02,31.58
-0.79,-6.61,-3.66,31.57
-1.86,-7.45,-4.44,31.58
-1.98,-9.51,-2.09,31.59
-2.82,-11.46,-5.16,31.58
-1.3,-10.11,-4.68,31.6
-1.13,-7.71,-3.68,31.54
-0.61,-6.49,-3.24,31.59
-2.14,-8.14,-0.63,31.58
-1.15,-10.71,-3.26,31.57
-0.62,-10.12,-3.08,31.61
-2.19,-6.95,-2.86,31.56
-0.86,-9.68,-1.64,31.6
-0.89,-11.98,-3.38,31.6
-2.42,-10.05,-5.38,31.58
-1.56,-6.18,-3.8,31.54
-1.53,-7.18,-3.21,31.53
0.03,-9.32,-0.86,31.55
-0.75,-10.93,-2.05,31.56
-2.79,-9.55,-3.81,31.59
-0.7,-6.42,-2.08,31.54
-1.1,-7.4,-2.18,31.59
-0.55,-9.45,-1.49,31.59
0.12,-11.24,-2.49,31.52
-0.23,-10.33,-5.01,31.56
-2.37,-7.59,-3.08,31.6
-1.8,-7.73,-3.49,31.57
-0.2,-10.35,-4.33,31.61
1.76,-11.28,-3.84,31.57
-1.04,-10.53,-3.73,31.61
-2.29,-7.43,-3.55,31.53
-1.81,-8.05,-2.54,31.59
-1.1,-10.07,-4.26,31.58
1.46,-11.55,-3.71,31.56
-1.36,-9.84,-4.78,31.58
-2.03,-7.97,-4.94,31.6
-2.93,-7.62,-3.65,31.56
-1.81,-10.29,-5.64,31.56
1.54,-11.84,-4.19,31.56
-0.21,-10.24,-4.43,31.57
-1.74,-6.28,-3.72,31.56
-3.57,-7.84,-3.47,31.54
-2.54,-10.66,-5.6,31.6
0.85,-12.13,-5.97,31.57
-0.69,-9.3,-4.28,31.57
-3.67,-6.63,-4.43,31.57
-2.04,-8.2,-2.77,31.59
-2.51,-10.56,-4.42,31.57
-0.61,-11.43,-4.87,31.53
-0.79,-9.42,-4.23,31.6
-1.6,-6.52,-3.74,31.51
-3.19,-8.86,-2.92,31.58
-4.08,-10.83,-5.01,31.52
-0.88,-10.36,-5.44,31.57
-1.4,-8.56,-4.4,31.55
-0.85,-6.8,-2.46,31.59
-1.74,-7.88,-1.64,31.56
-4.07,-10.18,-3.01,31.56
-0.07,-10.21,-4.54,31.56
-1.11,-7.75,-2.33,31.56
-2.72,-5.72,-2.94,31.56
-1.3,-7.63,-0.97,31.55
-0.4,-10.69,-0.63,31.54
-2.5,-11.19,-4.79,31.53
-1.31,-7.97,-3.98,31.61
0.24,-6.32,-3.79,31.55
-0.88,-7.65,-0.67,31.54
-0.77,-11.5,-2.93,31.53
-1.55,-11.73,-4.97,31.57
-0.58,-8.5,-2.96,31.52
-0.53,-6.84,-2.12,31.56
0.04,-8.43,-1.98,31.56
-0.42,-11.59,-2.82,31.55
0.3,-12.22,-4.16,31.53
-2.1,-8.8,-3.68,31.54
-2.5,-6.94,-3.14,31.58
0.6,-8.92,-3.87,31.59
0.91,-11.72,-3.94,31.55
-1.29,-12.22,-4.44,31.53
-1.21,-8.76,-4.63,31.53
-1.51,-6.85,-2.43,31.56
-1.06,-9.2,-4.35,31.54
0.89,-11.16,-3.22,31.55
0.31,-12.51,-3.25,31.52
-1.22,-8.32,-5.07,31.52
-3.7,-7.39,-4.31,31.59
-0.39,-9.1,-5.62,31.58
1.49,-11.54,-4.31,31.52
0.65,-11.31,-3.58,31.5
-0.04,-10.42,-4.7,31.56
-1.91,-9.41,-4.55,31.55
-2.72,-7.1,-3.91,31.57
-2.48,-8.79,-3.72,31.55
-1.14,-11.33,-5.85,31.54
-0.16,-11.08,-3.76,31.57
-0.32,-7.11,-3.85,31.51
-2.26,-6.51,-3.53,31.51
-4.28,-9.29,-2.52,31.6
-0.22,-11.92,-5.61,31.56
-0.53,-10.73,-4.15,31.56
-1.0,-7.47,-4.03,31.52
-2.36,-6.98,-3.91,31.57
-1.6,-9.82,-3.39,31.58
-3.19,-11.74,-5.12,31.56
-0.68,-10.28,-4.53,31.53
-0.05,-7.32,-4.98,31.58
-3.28,-6.33,-4.11,31.52
-0.62,-8.67,-1.25,31.58
0.33,-7.95,-2.16,31.58
1.45,-10.54,-1.26,31.56
0.49,-11.39,-3.29,31.56
-2.34,-9.73,-2.96,31.57
-1.66,-7.41,-2.4,31.56
-0.16,-8.18,-3.9,31.48
1.11,-11.31,-4.04,31.57
0.31,-12.29,-3.77,31.56
-1.33,-9.91,-3.84,31.55
-2.24,-7.51,-2.87,31.52
-0.49,-8.71,-4.0,31.53
0.8,-10.93,-3.74,31.56
0.69,-12.3,-3.53,31.6
-1.69,-8.8,-3.85,31.52
-3.63,-6.88,-3.29,31.59
-1.31,-9.33,-5.93,31.55
0.28,-12.02,-5.48,31.55
0.79,-11.05,-3.87,31.54
-1.61,-8.79,-3.4,31.51
-2.52,-7.87,-3.08,31.56
-1.83,-8.19,-3.84,31.58
1.33,-11.08,-3.1,31.54
0.51,-10.76,-2.94,31.5
-0.49,-8.43,-3.47,31.54
-2.86,-7.3,-2.03,31.53
-1.36,-9.18,-3.52,31.49
-0.17,-10.99,-4.71,31.52
0.67,-11.2,-4.37,31.54
-1.25,-8.87,-4.82,31.59
-2.92,-6.88,-3.58,31.53
-1.93,-8.49,-3.45,31.52
0.09,-10.92,-4.49,31.54
0.15,-10.74,-4.85,31.51
-1.84,-8.51,-5.25,31.52
-2.03,-7.34,-5.46,31.55
-3.72,-8.87,-4.18,31.57
-1.02,-10.89,-5.48,31.57
-0.14,-11.24,-4.36,31.54
-0.19,-8.21,-3.2,31.52
-0.02,-10.99,-3.04,31.57
-0.29,-11.2,-4.21,31.56
-2.4,-8.19,-2.94,31.56
-2.84,-7.16,-2.61,31.53
-0.88,-8.63,-4.21,31.57
1.0,-10.44,-3.68,31.55
-0.97,-11.51,-3.41,31.54
-2.32,-8.08,-4.53,31.56
-1.69,-6.85,-2.86,31.57
-0.92,-8.79,-3.64,31.57
1.11,-11.57,-4.41,31.59
-0.1,-11.66,-3.36,31.53
-0.44,-7.8,-4.18,31.53
-3.98,-7.14,-3.32,31.55
-2.26,-8.31,-4.63,31.57
2.45,-11.08,-3.9,31.56
-0.27,-10.42,-3.92,31.59
-1.16,-7.63,-3.85,31.56
-2.5,-6.93,-3.23,31.56
-2.44,-9.3,-3.35,31.55
-0.95,-11.66,-5.43,31.55
0.49,-10.79,-3.98,31.58
-0.81,-8.63,-4.88,31.52
-2.6,-8.11,-3.49,31.6
-2.52,-9.29,-3.99,31.58
0.16,-11.35,-5.98,31.58
-0.75,-11.49,-4.88,31.54
-0.32,-8.16,-4.46,31.51
-1.04,-6.86,-3.62,31.59
-5.54,-9.13,-3.94,31.57
-0.63,-11.37,-6.43,31.57
-0.12,-11.12,-4.6,31.55
-1.39,-8.0,-4.07,31.58
-1.82,-7.0,-4.11,31.54
-3.2,-9.26,-2.45,31.56
-0.44,-11.31,-4.81,31.57
-1.52,-11.36,-4.3,31.53
-1.15,-11.34,-3.35,31.53
-0.74,-7.5,-3.64,31.52
-1.53,-7.31,-1.57,31.56
-0.06,-7.72,-1.3,31.49
1.81,-12.39,-3.7,31.56
-0.66,-11.88,-3.11,31.5
-3.03,-7.28,-3.23,31.55
-1.99,-7.67,-3.55,31.55
-1.61,-7.45,-3.98,31.54
1.44,-10.74,-3.31,31.57
-0.22,-12.6,-4.17,31.54
-2.18,-9.88,-4.65,31.56
-2.15,-7.26,-2.8,31.51
-0.76,-7.45,-2.65,31.53
0.13,-10.45,-4.0,31.49
0.21,-11.89,-4.53,31.54
-1.58,-9.24,-3.54,31.52
-2.21,-6.19,-2.75,31.54
-2.16,-9.39,-4.0,31.53
-0.8,-11.98,-7.37,31.48
1.53,-11.99,-4.02,31.49
-2.5,-9.38,-4.6,31.52
-2.66,-6.78,-5.37,31.52
-1.94,-9.1,-4.42,31.53
-1.44,-11.05,-6.32,31.56
1.39,-11.14,-3.93,31.49
-0.51,-9.37,-4.82,31.51
-3.16,-5.71,-4.43,31.51
-3.31,-7.71,-2.67,31.5
-2.33,-11.12,-5.77,31.57
-0.9,-11.57,-3.71,31.51
0.5,-7.41,-3.51,31.55
-2.73,-5.87,-3.78,31.54
-3.02,-7.74,-1.89,31.54
-0.96,-10.68,-5.09,31.54
-1.59,-11.57,-5.72,31.48
-1.07,-7.71,-4.24,31.54
-0.37,-6.08,-4.29,31.52
-3.32,-8.12,-1.98,31.53
-1.53,-7.66,-3.95,31.54
-1.61,-6.79,-5.47,31.53
-1.75,-6.62,-2.72,31.49
-3.11,-10.08,-5.17,31.52
-0.85,-11.9,-5.92,31.52
-1.89,-9.14,-4.14,31.54
-1.59,-6.26,-3.86,31.56
-2.55,-6.96,-0.86,31.57
-2.94,-10.21,-1.71,31.52
-1.74,-10.86,-4.94,31.53
-1.43,-8.07,-3.12,31.58
-1.05,-6.05,-3.26,31.52
-1.31,-7.78,-1.15,31.56
-0.93,-9.76,-0.18,31.57
-2.54,-11.07,-5.38,31.54
-0.69,-9.03,-3.3,31.53
-1.24,-6.24,-3.75,31.58
-0.77,-7.18,-2.37,31.54
-1.47,-10.73,-1.92,31.54
-1.26,-10.82,-4.91,31.52
-0.16,-10.74,-3.85,31.53
-1.87,-7.12,-5.49,31.53
-2.46,-6.39,-3.34,31.56
-2.75,-10.27,-3.71,31.51
-1.06,-11.38,-5.01,31.6
-1.98,-10.46,-4.09,31.53
-0.68,-6.73,-4.83,31.56
-1.17,-6.95,-4.07,31.54
-1.71,-9.66,-2.23,31.58
-1.97,-11.55,-5.07,31.59
-1.01,-10.65,-3.79,31.54
-1.52,-6.92,-3.77,31.55
-1.15,-6.21,-3.19,31.52
-2.3,-8.87,-0.81,31.57
-3.22,-10.78,-5.09,31.56
-0.16,-9.91,-3.01,31.53
-2.28,-5.88,-3.58,31.54
-1.8,-6.47,-2.26,31.54
0.13,-9.07,-1.46,31.5
-0.24,-9.77,-0.41,31.5
-0.53,-12.05,-3.06,31.57
-1.66,-9.7,-4.4,31.52
-2.63,-6.04,-3.71,31.57
-0.35,-6.68,-2.78,31.53
0.34,-9.82,-0.96,31.54
-1.61,-11.41,-2.67,31.55
-1.03,-9.34,-3.24,31.53
-3.06,-6.87,-3.28,31.58
-1.11,-7.22,-2.2,31.57
0.81,-10.53,-2.49,31.53
